# ell,D_ell
2228,1.8671441366e+02
2229,1.8726540789e+02
2230,1.8781407097e+02
2231,1.8835940440e+02
2232,1.8890115250e+02
2233,1.8943831675e+02
2234,1.8997212716e+02
2235,1.9050084237e+02
2236,1.9102569238e+02
2237,1.9154493585e+02
2238,1.9205905993e+02
2239,1.9256706612e+02
2240,1.9307018441e+02
2241,1.9356593061e+02
2242,1.9405553472e+02
2243,1.9453874107e+02
2244,1.9501455114e+02
2245,1.9548270926e+02
2246,1.9594295976e+02
2247,1.9639504695e+02
2248,1.9683871517e+02
2249,1.9727370873e+02
2250,1.9769977196e+02
2251,1.9811669606e+02
2252,1.9852371685e+02
2253,1.9892085987e+02
2254,1.9930889350e+02
2255,1.9968635759e+02
2256,2.0005476336e+02
2257,2.0041339350e+02
2258,2.0076227356e+02
2259,2.0110068623e+02
2260,2.0142939988e+02
2261,2.0174844006e+02
2262,2.0205708945e+02
2263,2.0235463077e+02
2264,2.0264257521e+02
2265,2.0292020548e+02
2266,2.0318754712e+02
2267,2.0344388282e+02
2268,2.0368923813e+02
2269,2.0392438141e+02
2270,2.0414859536e+02
2271,2.0436190552e+02
2272,2.0456433742e+02
2273,2.0475591661e+02
2274,2.0493592578e+02
2275,2.0510439047e+02
2276,2.0526207905e+02
2277,2.0540753139e+02
2278,2.0554151585e+02
2279,2.0566405798e+02
2280,2.0577518330e+02
2281,2.0587417452e+02
2282,2.0596105718e+02
2283,2.0603511398e+02
2284,2.0609785612e+02
2285,2.0614782346e+02
2286,2.0618578439e+02
2287,2.0621102160e+02
2288,2.0622356062e+02
2289,2.0622342700e+02
2290,2.0621064627e+02
2291,2.0618450112e+02
2292,2.0614575994e+02
2293,2.0609370542e+02
2294,2.0602836309e+02
2295,2.0594975850e+02
2296,2.0585717435e+02
2297,2.0575137900e+02
2298,2.0563165516e+02
2299,2.0549877119e+02
2300,2.0535126697e+02
2301,2.0518994359e+02
2302,2.0501499027e+02
2303,2.0482514325e+02
2304,2.0462285297e+02
2305,2.0440611287e+02
2306,2.0417588771e+02
2307,2.0393239942e+02
2308,2.0367512710e+02
2309,2.0340429268e+02
2310,2.0312086093e+02
2311,2.0282431094e+02
2312,2.0251412181e+02
2313,2.0219125831e+02
2314,2.0185594238e+02
2315,2.0150765310e+02
2316,2.0114661241e+02
2317,2.0077304224e+02
2318,2.0038716452e+02
2319,1.9998845835e+02
2320,1.9957788850e+02
2321,1.9915493407e+02
2322,1.9871981698e+02
2323,1.9827350201e+02
2324,1.9781472541e+02
2325,1.9734445195e+02
2326,1.9686216073e+02
2327,1.9636881652e+02
2328,1.9586389841e+02
2329,1.9534837117e+02
2330,1.9482097106e+02
2331,1.9428266285e+02
2332,1.9373366848e+02
2333,1.9317420986e+02
2334,1.9260376611e+02
2335,1.9202255915e+02
2336,1.9143081091e+02
2337,1.9082948616e+02
2338,1.9021732117e+02
2339,1.8959528070e+02
2340,1.8896358667e+02
2341,1.8832171820e+02
2342,1.8767064004e+02
2343,1.8700983130e+02
2344,1.8633951390e+02
2345,1.8565990978e+02
2346,1.8497198370e+02
2347,1.8427447192e+02
2348,1.8356833922e+02
2349,1.8285306469e+02
2350,1.8212961310e+02
2351,1.8139820648e+02
2352,1.8065832449e+02
2353,1.7991018973e+02
2354,1.7915402477e+02
2355,1.7839079507e+02
2356,1.7761923752e+02
2357,1.7684106041e+02
2358,1.7605500066e+02
2359,1.7526276652e+02
2360,1.7446309492e+02
2361,1.7365695129e+02
2362,1.7284381539e+02
2363,1.7202465265e+02
2364,1.7119894283e+02
2365,1.7036765135e+02
2366,1.6953100081e+02
2367,1.6868772813e+02
2368,1.6783954157e+02
2369,1.6698666374e+02
2370,1.6612783155e+02
2371,1.6526475327e+02
2372,1.6439690865e+02
2373,1.6352526313e+02
2374,1.6264855362e+02
2375,1.6176848840e+02
2376,1.6088454721e+02
2377,1.5999620983e+02
2378,1.5910518451e+02
2379,1.5821095100e+02
2380,1.5731447475e+02
2381,1.5641449267e+02
2382,1.5551197020e+02
2383,1.5460712992e+02
2384,1.5370019443e+02
2385,1.5279212915e+02
2386,1.5188167102e+02
2387,1.5096978546e+02
2388,1.5005743790e+02
2389,1.4914410810e+02
2390,1.4822927581e+02
2391,1.4731464930e+02
2392,1.4640045117e+02
2393,1.4548541834e+02
2394,1.4457125906e+02
2395,1.4365745311e+02
2396,1.4274496590e+02
2397,1.4183327720e+02
2398,1.4092260960e+02
2399,1.4001392853e+02
2400,1.3910671375e+02
2401,1.3820116419e+02
2402,1.3729886983e+02
2403,1.3639768280e+02
2404,1.3549991225e+02
2405,1.3460415315e+02
2406,1.3371122898e+02
2407,1.3282122038e+02
2408,1.3193346517e+02
2409,1.3104952965e+02
2410,1.3016800879e+02
2411,1.2929046891e+02
2412,1.2841550499e+02
2413,1.2754468333e+02
2414,1.2667734174e+02
2415,1.2581356086e+02
2416,1.2495416418e+02
2417,1.2409848949e+02
2418,1.2324736029e+02
2419,1.2240011437e+02
2420,1.2155831805e+02
2421,1.2072056630e+02
2422,1.1988768260e+02
2423,1.1906049042e+02
2424,1.1823758474e+02
2425,1.1742053188e+02
2426,1.1660866963e+02
2427,1.1580207864e+02
2428,1.1500158240e+02
2429,1.1420726154e+02
2430,1.1341845387e+02
2431,1.1263598286e+02
2432,1.1185992917e+02
2433,1.1109037343e+02
2434,1.1032813912e+02
2435,1.0957182121e+02
2436,1.0882298602e+02
2437,1.0808097136e+02
2438,1.0734660069e+02
2439,1.0661921184e+02
2440,1.0589962827e+02
2441,1.0518793063e+02
2442,1.0448419957e+02
2443,1.0378777288e+02
2444,1.0310021689e+02
2445,1.0242161223e+02
2446,1.0175055389e+02
2447,1.0108935099e+02
2448,1.0043659853e+02
2449,9.9792377140e+01
2450,9.9158253133e+01
2451,9.8532796200e+01
2452,9.7917446244e+01
2453,9.7310646542e+01
2454,9.6713811715e+01
2455,9.6126127876e+01
2456,9.5548266811e+01
2457,9.4980157466e+01
2458,9.4420985958e+01
2459,9.3870681235e+01
2460,9.3330657916e+01
2461,9.2800102116e+01
2462,9.2278199948e+01
2463,9.1767108867e+01
2464,9.1264529316e+01
2465,9.0771875916e+01
2466,9.0288334780e+01
2467,8.9814577692e+01
2468,8.9350533602e+01
2469,8.8896131458e+01
2470,8.8450557375e+01
2471,8.8015225971e+01
2472,8.7589323362e+01
2473,8.7172778497e+01
2474,8.6765520323e+01
2475,8.6368220626e+01
2476,8.5980065520e+01
2477,8.5601726788e+01
2478,8.5233133381e+01
2479,8.4874214246e+01
2480,8.4524155499e+01
2481,8.4184371758e+01
2482,8.3854049138e+01
2483,8.3533116588e+01
2484,8.3221503056e+01
2485,8.2919880327e+01
2486,8.2628177351e+01
2487,8.2345580241e+01
2488,8.2072760781e+01
2489,8.1808905086e+01
2490,8.1554684940e+01
2491,8.1310772127e+01
2492,8.1075609926e+01
2493,8.0849870121e+01
2494,8.0633853079e+01
2495,8.0427190615e+01
2496,8.0230034528e+01
2497,8.0042239485e+01
2498,7.9863883002e+01
2499,7.9694819743e+01
2500,7.9535127226e+01
2501,7.9384724212e+01
2502,7.9243563000e+01
2503,7.9111511416e+01
2504,7.8988511571e+01
2505,7.8874505577e+01
2506,7.8769286977e+01
2507,7.8672946448e+01
2508,7.8585277535e+01
2509,7.8506148065e+01
2510,7.8435574432e+01
2511,7.8373424464e+01
2512,7.8319640271e+01
2513,7.8273941113e+01
2514,7.8236417669e+01
2515,7.8206937766e+01
2516,7.8185294948e+01
2517,7.8171431324e+01
2518,7.8165214724e+01
2519,7.8166587257e+01
2520,7.8175416751e+01
2521,7.8191571033e+01
2522,7.8214992214e+01
2523,7.8245473837e+01
2524,7.8282958015e+01
2525,7.8327386856e+01
2526,7.8378553906e+01
2527,7.8436326991e+01
2528,7.8500722506e+01
2529,7.8571459711e+01
2530,7.8648480717e+01
2531,7.8731653351e+01
2532,7.8820845441e+01
2533,7.8915924814e+01
2534,7.9016833580e+01
2535,7.9123291000e+01
2536,7.9235239185e+01
2537,7.9352620245e+01
2538,7.9475153442e+01
2539,7.9602780885e+01
2540,7.9735370402e+01
2541,7.9872789820e+01
2542,8.0014832683e+01
2543,8.0161515386e+01
2544,8.0312557189e+01
2545,8.0467825918e+01
2546,8.0627263686e+01
2547,8.0790664035e+01
2548,8.0957820509e+01
2549,8.1128675220e+01
2550,8.1303021711e+01
2551,8.1480734833e+01
2552,8.1661717535e+01
2553,8.1845805503e+01
2554,8.2032908710e+01
2555,8.2222937126e+01
2556,8.2415652158e+01
2557,8.2611186625e+01
2558,8.2809153367e+01
2559,8.3009610922e+01
2560,8.3212469261e+01
2561,8.3417415505e+01
2562,8.3624508193e+01
2563,8.3833508729e+01
2564,8.4044327085e+01
2565,8.4256798949e+01
2566,8.4470834293e+01
2567,8.4686343087e+01
2568,8.4903161020e+01
2569,8.5121198064e+01
2570,8.5340215623e+01
2571,8.5560272236e+01
2572,8.5781055023e+01
2573,8.6002548240e+01
2574,8.6224661858e+01
2575,8.6447082998e+01
2576,8.6669870199e+01
2577,8.6892710582e+01
2578,8.7115588402e+01
2579,8.7338339347e+01
2580,8.7560799104e+01
2581,8.7782803363e+01
2582,8.8004262094e+01
2583,8.8225085269e+01
2584,8.8445034293e+01
2585,8.8664019137e+01
2586,8.8881875489e+01
2587,8.9098439037e+01
2588,8.9313694036e+01
2589,8.9527401891e+01
2590,8.9739324006e+01
2591,8.9949518921e+01
2592,9.0157673755e+01
2593,9.0363698480e+01
2594,9.0567503068e+01
2595,9.0768848924e+01
2596,9.0967646019e+01
2597,9.1163730041e+01
2598,9.1356936677e+01
2599,9.1547175901e+01
2600,9.1734283399e+01
2601,9.1918183809e+01
2602,9.2098637583e+01
2603,9.2275791257e+01
2604,9.2449419946e+01
2605,9.2619595904e+01
2606,9.2786094247e+01
2607,9.2948987228e+01
2608,9.3108198531e+01
2609,9.3263651841e+01
2610,9.3415270842e+01
2611,9.3563053502e+01
2612,9.3706849222e+01
2613,9.3846655972e+01
2614,9.3982397434e+01
2615,9.4114071578e+01
2616,9.4241602088e+01
2617,9.4364838364e+01
2618,9.4483852660e+01
2619,9.4598494375e+01
2620,9.4708835762e+01
2621,9.4814651938e+01
2622,9.4916015155e+01
2623,9.5012774813e+01
2624,9.5105003165e+01
2625,9.5192475328e+01
2626,9.5275263553e+01
2627,9.5353291526e+01
2628,9.5426408647e+01
2629,9.5494687169e+01
2630,9.5557902208e+01
2631,9.5616200299e+01
2632,9.5669430845e+01
2633,9.5717591812e+01
2634,9.5760532603e+01
2635,9.5798399752e+01
2636,9.5830968377e+01
2637,9.5858310729e+01
2638,9.5880276210e+01
2639,9.5896937071e+01
2640,9.5908068430e+01
2641,9.5913816822e+01
2642,9.5913957364e+01
2643,9.5908562309e+01
2644,9.5897481057e+01
2645,9.5880711576e+01
2646,9.5858251835e+01
2647,9.5830099802e+01
2648,9.5796030594e+01
2649,9.5756190746e+01
2650,9.5710429660e+01
2651,9.5658830371e+01
2652,9.5601221915e+01
2653,9.5537741246e+01
2654,9.5468376752e+01
2655,9.5393191102e+01
2656,9.5312172684e+01
2657,9.5225309885e+01
2658,9.5132665375e+01
2659,9.5034301824e+01
2660,9.4930207621e+01
2661,9.4820519718e+01
2662,9.4705152220e+01
2663,9.4584242080e+01
2664,9.4457851969e+01
2665,9.4325895991e+01
2666,9.4188436815e+01
2667,9.4045611397e+01
2668,9.3897408122e+01
2669,9.3743815378e+01
2670,9.3584895836e+01
2671,9.3420712166e+01
2672,9.3251327038e+01
2673,9.3076728840e+01
2674,9.2896980242e+01
2675,9.2712143915e+01
2676,9.2522282528e+01
2677,9.2327384470e+01
2678,9.2127586694e+01
2679,9.1922951870e+01
2680,9.1713394103e+01
2681,9.1499124630e+01
2682,9.1280057553e+01
2683,9.1056255545e+01
2684,9.0827855558e+01
2685,9.0594845980e+01
2686,9.0357289481e+01
2687,9.0115323015e+01
2688,8.9868860687e+01
2689,8.9618113732e+01
2690,8.9363070539e+01
2691,8.9103868062e+01
2692,8.8840494686e+01
2693,8.8573013084e+01
2694,8.8301560209e+01
2695,8.8026124447e+01
2696,8.7746768470e+01
2697,8.7463629232e+01
2698,8.7176695119e+01
2699,8.6886103085e+01
2700,8.6591767235e+01
2701,8.6293974278e+01
2702,8.5992569983e+01
2703,8.5687847007e+01
2704,8.5379726593e+01
2705,8.5068352831e+01
2706,8.4753721245e+01
2707,8.4436050211e+01
2708,8.4115335253e+01
2709,8.3791720462e+01
2710,8.3465201363e+01
2711,8.3135922047e+01
2712,8.2804026606e+01
2713,8.2469436281e+01
2714,8.2132443730e+01
2715,8.1792970193e+01
2716,8.1451159763e+01
2717,8.1107082247e+01
2718,8.0760807453e+01
2719,8.0412479473e+01
2720,8.0062093831e+01
2721,7.9709794619e+01
2722,7.9355725927e+01
2723,7.8999957564e+01
2724,7.8642633621e+01
2725,7.8283749623e+01
2726,7.7923523944e+01
2727,7.7562026393e+01
2728,7.7199326777e+01
2729,7.6835569188e+01
2730,7.6470823433e+01
2731,7.6105159321e+01
2732,7.5738720944e+01
2733,7.5371578108e+01
2734,7.5003800622e+01
2735,7.4635532577e+01
2736,7.4266843782e+01
2737,7.3897878327e+01
2738,7.3528706021e+01
2739,7.3159470955e+01
2740,7.2790242936e+01
2741,7.2421166057e+01
2742,7.2052235842e+01
2743,7.1683670665e+01
2744,7.1315540335e+01
2745,7.0947914660e+01
2746,7.0580937730e+01
2747,7.0214679354e+01
2748,6.9849209340e+01
2749,6.9484671779e+01
2750,6.9121210763e+01
2751,6.8758815083e+01
2752,6.8397743738e+01
2753,6.8037951857e+01
2754,6.7679468857e+01
2755,6.7322472717e+01
2756,6.6966992853e+01
2757,6.6613132963e+01
2758,6.6260848178e+01
2759,6.5910242196e+01
2760,6.5561418715e+01
2761,6.5214407149e+01
2762,6.4869236914e+01
2763,6.4526085989e+01
2764,6.4184909508e+01
2765,6.3845811167e+01
2766,6.3508894666e+01
2767,6.3174189417e+01
2768,6.2841799120e+01
2769,6.2511753189e+01
2770,6.2184155321e+01
2771,6.1859034933e+01
2772,6.1536495720e+01
2773,6.1216567099e+01
2774,6.0899352767e+01
2775,6.0584882139e+01
2776,6.0273184629e+01
2777,5.9964363936e+01
2778,5.9658598040e+01
2779,5.9355767790e+01
2780,5.9056051167e+01
2781,5.8759551868e+01
2782,5.8466299310e+01
2783,5.8176322905e+01
2784,5.7889800636e+01
2785,5.7606687634e+01
2786,5.7327013314e+01
2787,5.7051029939e+01
2788,5.6778618359e+01
2789,5.6509882270e+01
2790,5.6244925371e+01
2791,5.5983851361e+01
2792,5.5726615369e+01
2793,5.5473321095e+01
2794,5.5224072236e+01
2795,5.4978898207e+01
2796,5.4737902705e+01
2797,5.4501040862e+01
2798,5.4268416376e+01
2799,5.4040207229e+01
2800,5.3816294268e+01
2801,5.3596846861e+01
2802,5.3381925643e+01
2803,5.3171359783e+01
2804,5.2965275587e+01
2805,5.2763725074e+01
2806,5.2566537416e+01
2807,5.2373913200e+01
2808,5.2185755881e+01
2809,5.2002043194e+01
2810,5.1822827162e+01
2811,5.1648011238e+01
2812,5.1477796010e+01
2813,5.1312010648e+01
2814,5.1150707174e+01
2815,5.0993937607e+01
2816,5.0841605403e+01
2817,5.0693836865e+01
2818,5.0550535447e+01
2819,5.0411827453e+01
2820,5.0277542054e+01
2821,5.0147731271e+01
2822,5.0022447125e+01
2823,4.9901593068e+01
2824,4.9785295407e+01
2825,4.9673383311e+01
2826,4.9565983084e+01
2827,4.9463072464e+01
2828,4.9364554905e+01
2829,4.9270482428e+01
2830,4.9180832769e+01
2831,4.9095657950e+01
2832,4.9014935708e+01
2833,4.8938569498e+01
2834,4.8866611339e+01
2835,4.8799038969e+01
2836,4.8735904409e+01
2837,4.8677111114e+01
2838,4.8622636819e+01
2839,4.8572533547e+01
2840,4.8526704750e+01
2841,4.8485202451e+01
2842,4.8448004386e+01
2843,4.8415162575e+01
2844,4.8386506190e+01
2845,4.8362161535e+01
2846,4.8341957781e+01
2847,4.8326095514e+01
2848,4.8314403905e+01
2849,4.8306860692e+01
2850,4.8303443612e+01
2851,4.8304199854e+01
2852,4.8309082992e+01
2853,4.8317967486e+01
2854,4.8330802078e+01
2855,4.8347609795e+01
2856,4.8368265096e+01
2857,4.8392791006e+01
2858,4.8421061986e+01
2859,4.8453026777e+01
2860,4.8488708406e+01
2861,4.8527981332e+01
2862,4.8570794297e+01
2863,4.8617096045e+01
2864,4.8666835318e+01
2865,4.8719960858e+01
2866,4.8776347126e+01
2867,4.8836091429e+01
2868,4.8898993945e+01
2869,4.8965003415e+01
2870,4.9034142867e+01
2871,4.9106212475e+01
2872,4.9181309549e+01
2873,4.9259308549e+01
2874,4.9340158216e+01
2875,4.9423733011e+01
2876,4.9510055959e+01
2877,4.9599001520e+01
2878,4.9690518436e+01
2879,4.9784555449e+01
2880,4.9881061303e+01
2881,4.9979984740e+01
2882,5.0081125937e+01
2883,5.0184582201e+01
2884,5.0290227993e+01
2885,5.0397937772e+01
2886,5.0507734564e+01
2887,5.0619492827e+01
2888,5.0733161306e+01
2889,5.0848614458e+01
2890,5.0965949594e+01
2891,5.1084892606e+01
2892,5.1205540803e+01
2893,5.1327694361e+01
2894,5.1451376306e+01
2895,5.1576535381e+01
2896,5.1702971762e+01
2897,5.1830708474e+01
2898,5.1959694261e+01
2899,5.2089729297e+01
2900,5.2220910893e+01
2901,5.2353040401e+01
2902,5.2486072449e+01
2903,5.2619962840e+01
2904,5.2754667380e+01
2905,5.2890141871e+01
2906,5.3026193551e+01
2907,5.3162852508e+01
2908,5.3300074547e+01
2909,5.3437741186e+01
2910,5.3575808232e+01
2911,5.3714231488e+01
2912,5.3852892475e+01
2913,5.3991746997e+01
2914,5.4130750857e+01
2915,5.4269785578e+01
2916,5.4408732679e+01
2917,5.4547696532e+01
2918,5.4686484374e+01
2919,5.4825052008e+01
2920,5.4963355240e+01
2921,5.5101275590e+01
2922,5.5238768862e+01
2923,5.5375790860e+01
2924,5.5512223105e+01
2925,5.5648021401e+01
2926,5.5783215836e+01
2927,5.5917539364e+01
2928,5.6051096355e+01
2929,5.6183694047e+01
2930,5.6315362527e+01
2931,5.6445983317e+01
2932,5.6575437937e+01
2933,5.6703756474e+01
2934,5.6830894733e+01
2935,5.6956659951e+01
2936,5.7081007932e+01
2937,5.7203968764e+01
2938,5.7325423967e+01
2939,5.7445255063e+01
2940,5.7563492138e+01
2941,5.7679942431e+01
2942,5.7794636028e+01
2943,5.7907528734e+01
2944,5.8018427786e+01
2945,5.8127363272e+01
2946,5.8234290995e+01
2947,5.8339018194e+01
2948,5.8441649239e+01
2949,5.8541991368e+01
2950,5.8640000384e+01
2951,5.8735637597e+01
2952,5.8828812047e+01
2953,5.8919586849e+01
2954,5.9007950832e+01
2955,5.9093669976e+01
2956,5.9176955961e+01
2957,5.9257574765e+01
2958,5.9335589503e+01
2959,5.9410989004e+01
2960,5.9483687814e+01
2961,5.9553674764e+01
2962,5.9621012966e+01
2963,5.9685468400e+01
2964,5.9747252745e+01
2965,5.9806131983e+01
2966,5.9862243508e+01
2967,5.9915427584e+01
2968,5.9965673041e+01
2969,6.0013042992e+01
2970,6.0057451983e+01
2971,6.0098888844e+01
2972,6.0137268122e+01
2973,6.0172578645e+01
2974,6.0204883529e+01
2975,6.0234097317e+01
2976,6.0260208841e+01
2977,6.0283132647e+01
2978,6.0302857565e+01
2979,6.0319446707e+01
2980,6.0332814621e+01
2981,6.0342950135e+01
2982,6.0349842080e+01
2983,6.0353405002e+01
2984,6.0353702014e+01
2985,6.0350647663e+01
2986,6.0344305062e+01
2987,6.0334514473e+01
2988,6.0321413293e+01
2989,6.0304841786e+01
2990,6.0284788781e+01
2991,6.0261317391e+01
2992,6.0234416446e+01
2993,6.0204000492e+01
2994,6.0169984076e+01
2995,6.0132504595e+01
2996,6.0091476594e+01
2997,6.0046888903e+01
2998,5.9998656070e+01
2999,5.9946915489e+01
3000,5.9891507425e+01
3001,5.9832500928e+01
3002,5.9769840224e+01
3003,5.9703698331e+01
3004,5.9633876845e+01
3005,5.9560548781e+01
3006,5.9483738590e+01
3007,5.9403322150e+01
3008,5.9319472479e+01
3009,5.9232139741e+01
3010,5.9141348383e+01
3011,5.9047197139e+01
3012,5.8949561889e+01
3013,5.8848615648e+01
3014,5.8744308582e+01
3015,5.8636665139e+01
3016,5.8525709767e+01
3017,5.8411466914e+01
3018,5.8294035313e+01
3019,5.8173290844e+01
3020,5.8049406523e+01
3021,5.7922332515e+01
3022,5.7792018985e+01
3023,5.7658713231e+01
3024,5.7522216851e+01
3025,5.7382702861e+01
3026,5.7240195709e+01
3027,5.7094645560e+01
3028,5.6946076862e+01
3029,5.6794662630e+01
3030,5.6640278746e+01
3031,5.6483098226e+01
3032,5.6322996949e+01
3033,5.6160073649e+01
3034,5.5994427058e+01
3035,5.5825933055e+01
3036,5.5654764658e+01
3037,5.5480872030e+01
3038,5.5304353903e+01
3039,5.5125160443e+01
3040,5.4943390382e+01
3041,5.4759068166e+01
3042,5.4572218245e+01
3043,5.4382865068e+01
3044,5.4191033082e+01
3045,5.3996821019e+01
3046,5.3800179045e+01
3047,5.3601131607e+01
3048,5.3399777437e+01
3049,5.3196140984e+01
3050,5.2990246696e+01
3051,5.2782121745e+01
3052,5.2571804195e+01
3053,5.2359334834e+01
3054,5.2144828735e+01
3055,5.1928326685e+01
3056,5.1709869473e+01
3057,5.1489497886e+01
3058,5.1267326996e+01
3059,5.1043249024e+01
3060,5.0817527609e+01
3061,5.0589980689e+01
3062,5.0360871901e+01
3063,5.0130167752e+01
3064,4.9897909028e+01
3065,4.9664136518e+01
3066,4.9428965294e+01
3067,4.9192361860e+01
3068,4.8954441288e+01
3069,4.8715244365e+01
3070,4.8474886164e+01
3071,4.8233333189e+01
3072,4.7990626229e+01
3073,4.7746880354e+01
3074,4.7502136353e+01
3075,4.7256509297e+01
3076,4.7009891409e+01
3077,4.6762472042e+01
3078,4.6514291985e+01
3079,4.6265392026e+01
3080,4.6015812953e+01
3081,4.5765595555e+01
3082,4.5514780619e+01
3083,4.5263483217e+01
3084,4.5011669853e+01
3085,4.4759529883e+01
3086,4.4506955528e+01
3087,4.4254210426e+01
3088,4.4001112516e+01
3089,4.3747925435e+01
3090,4.3494541405e+01
3091,4.3241149780e+01
3092,4.2987717067e+01
3093,4.2734358335e+01
3094,4.2481040090e+01
3095,4.2227951687e+01
3096,4.1974985347e+01
3097,4.1722330425e+01
3098,4.1469953426e+01
3099,4.1217895137e+01
3100,4.0966344914e+01
3101,4.0715193287e+01
3102,4.0464621151e+01
3103,4.0214584860e+01
3104,3.9965115051e+01
3105,3.9716316645e+01
3106,3.9468220279e+01
3107,3.9220856590e+01
3108,3.8974256216e+01
3109,3.8728449794e+01
3110,3.8483542244e+01
3111,3.8239489920e+01
3112,3.7996397744e+01
3113,3.7754296352e+01
3114,3.7513216381e+01
3115,3.7273188468e+01
3116,3.7034243252e+01
3117,3.6796485652e+01
3118,3.6559946305e+01
3119,3.6324655850e+01
3120,3.6090570640e+01
3121,3.5857869878e+01
3122,3.5626509919e+01
3123,3.5396595684e+01
3124,3.5168083525e+01
3125,3.4941004081e+01
3126,3.4715536555e+01
3127,3.4491563019e+01
3128,3.4269188391e+01
3129,3.4048443311e+01
3130,3.3829432697e+01
3131,3.3612038622e+01
3132,3.3396514571e+01
3133,3.3182668333e+01
3134,3.2970753395e+01
3135,3.2760651826e+01
3136,3.2552468549e+01
3137,3.2346234199e+01
3138,3.2141979414e+01
3139,3.1939734832e+01
3140,3.1739531090e+01
3141,3.1541398824e+01
3142,3.1345442956e+01
3143,3.1151619839e+01
3144,3.0960034394e+01
3145,3.0770642975e+01
3146,3.0583550502e+01
3147,3.0398787613e+01
3148,3.0216384945e+01
3149,3.0036298851e+01
3150,2.9858634253e+01
3151,2.9683417278e+01
3152,2.9510730301e+01
3153,2.9340428337e+01
3154,2.9172589252e+01
3155,2.9007216628e+01
3156,2.8844388330e+01
3157,2.8683959374e+01
3158,2.8526081908e+01
3159,2.8370685232e+01
3160,2.8217772926e+01
3161,2.8067422857e+01
3162,2.7919564324e+01
3163,2.7774200908e+01
3164,2.7631336191e+01
3165,2.7491048039e+01
3166,2.7353265751e+01
3167,2.7217992909e+01
3168,2.7085307378e+01
3169,2.6955064173e+01
3170,2.6827489727e+01
3171,2.6702364771e+01
3172,2.6579841455e+01
3173,2.6459849077e+01
3174,2.6342391219e+01
3175,2.6227471464e+01
3176,2.6115167676e+01
3177,2.6005334871e+01
3178,2.5898125198e+01
3179,2.5793393672e+01
3180,2.5691292442e+01
3181,2.5591750806e+01
3182,2.5494772348e+01
3183,2.5400286364e+01
3184,2.5308445005e+01
3185,2.5219103286e+01
3186,2.5132339071e+01
3187,2.5048155943e+01
3188,2.4966483201e+01
3189,2.4887398711e+01
3190,2.4810906053e+01
3191,2.4736934528e+01
3192,2.4665487716e+01
3193,2.4596569200e+01
3194,2.4530256846e+01
3195,2.4466479952e+01
3196,2.4405167816e+01
3197,2.4346472589e+01
3198,2.4290323567e+01
3199,2.4236724334e+01
3200,2.4185604188e+01
3201,2.4136962552e+01
3202,2.4090930782e+01
3203,2.4047264654e+01
3204,2.4006091365e+01
3205,2.3967315261e+01
3206,2.3930914970e+01
3207,2.3896869121e+01
3208,2.3865230626e+01
3209,2.3835755264e+01
3210,2.3808644514e+01
3211,2.3783728438e+01
3212,2.3761059949e+01
3213,2.3740543391e+01
3214,2.3722231676e+01
3215,2.3705954868e+01
3216,2.3691840161e+01
3217,2.3679791901e+01
3218,2.3669714433e+01
3219,2.3661660670e+01
3220,2.3655609241e+01
3221,2.3651464490e+01
3222,2.3649205047e+01
3223,2.3648883824e+01
3224,2.3650405166e+01
3225,2.3653673418e+01
3226,2.3658815777e+01
3227,2.3665662305e+01
3228,2.3674265913e+01
3229,2.3684605230e+01
3230,2.3696584603e+01
3231,2.3710108375e+01
3232,2.3725378027e+01
3233,2.3742149337e+01
3234,2.3760400933e+01
3235,2.3780260012e+01
3236,2.3801556635e+01
3237,2.3824343715e+01
3238,2.3848525597e+01
3239,2.3874080910e+01
3240,2.3901062566e+01
3241,2.3929300627e+01
3242,2.3958848005e+01
3243,2.3989683330e+01
3244,2.4021785229e+01
3245,2.4055058049e+01
3246,2.4089480418e+01
3247,2.4125105249e+01
3248,2.4161836886e+01
3249,2.4199579676e+01
3250,2.4238460814e+01
3251,2.4278309156e+01
3252,2.4319097306e+01
3253,2.4360870943e+01
3254,2.4403601465e+01
3255,2.4447111701e+01
3256,2.4491521617e+01
3257,2.4536654041e+01
3258,2.4582628939e+01
3259,2.4629269141e+01
3260,2.4676546043e+01
3261,2.4724505325e+01
3262,2.4773118386e+01
3263,2.4822208056e+01
3264,2.4871894298e+01
3265,2.4921999942e+01
3266,2.4972570670e+01
3267,2.5023577877e+01
3268,2.5074992963e+01
3269,2.5126713039e+01
3270,2.5178709504e+01
3271,2.5231028037e+01
3272,2.5283565753e+01
3273,2.5336294048e+01
3274,2.5389258603e+01
3275,2.5442282249e+01
3276,2.5495410665e+01
3277,2.5548615250e+01
3278,2.5601793116e+01
3279,2.5655064228e+01
3280,2.5708177132e+01
3281,2.5761251793e+01
3282,2.5814185324e+01
3283,2.5867023406e+01
3284,2.5919588868e+01
3285,2.5972001675e+01
3286,2.6024158941e+01
3287,2.6076032063e+01
3288,2.6127518154e+01
3289,2.6178662895e+01
3290,2.6229437683e+01
3291,2.6279813915e+01
3292,2.6329688705e+01
3293,2.6379033450e+01
3294,2.6427893831e+01
3295,2.6476166960e+01
3296,2.6523824236e+01
3297,2.6570911339e+01
3298,2.6617325383e+01
3299,2.6663037764e+01
3300,2.6708019879e+01
3301,2.6752245229e+01
3302,2.6795695723e+01
3303,2.6838355371e+01
